USD m,USD m,USD m,USD m,USD m
Sales,Year,Operating,Profit,Brand value,Gross Profit,Cost of Goods Sold
184317,2014,19945,45462,12839000,55927
259886,2015,21044,45297,17736500,82521
190859,2016,23299,51808,17404800,16811
230908,2017,42750,56249,21181200,19096
284246,2018,46926,59890,25496400,29282
303593,2019,22128,61098,28199000,21603
